"","ID","Gene_Symbol","Gene_Title","Entrez_Gene_ID"
"HEEBO-003-CTRL3O20","HEEBO-003-CTRL3O20","ANXA7","annexin A7",310
"HEEBO-003-CTRL3O21","HEEBO-003-CTRL3O21","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3O22","HEEBO-003-CTRL3O22","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3O23","HEEBO-003-CTRL3O23","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3O24","HEEBO-003-CTRL3O24","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3P15","HEEBO-003-CTRL3P15","ANXA7","annexin A7",310
"HEEBO-003-CTRL3P16","HEEBO-003-CTRL3P16","ANXA7","annexin A7",310
"HEEBO-003-CTRL3P17","HEEBO-003-CTRL3P17","ANXA7","annexin A7",310
"HEEBO-003-CTRL3P18","HEEBO-003-CTRL3P18","ANXA7","annexin A7",310
"HEEBO-003-CTRL3P20","HEEBO-003-CTRL3P20","ANXA7","annexin A7",310
"HEEBO-003-CTRL3P21","HEEBO-003-CTRL3P21","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3P22","HEEBO-003-CTRL3P22","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3P23","HEEBO-003-CTRL3P23","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-003-CTRL3P24","HEEBO-003-CTRL3P24","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4A1","HEEBO-004-CTRL4A1","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4A10","HEEBO-004-CTRL4A10","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4A11","HEEBO-004-CTRL4A11","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4A13","HEEBO-004-CTRL4A13","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4A14","HEEBO-004-CTRL4A14","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4A17","HEEBO-004-CTRL4A17","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4A19","HEEBO-004-CTRL4A19","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4A2","HEEBO-004-CTRL4A2","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4A22","HEEBO-004-CTRL4A22","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4A23","HEEBO-004-CTRL4A23","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4A24","HEEBO-004-CTRL4A24","ANXA7","annexin A7",310
"HEEBO-004-CTRL4A4","HEEBO-004-CTRL4A4","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4A5","HEEBO-004-CTRL4A5","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4A6","HEEBO-004-CTRL4A6","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4A7","HEEBO-004-CTRL4A7","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4A8","HEEBO-004-CTRL4A8","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4A9","HEEBO-004-CTRL4A9","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4B10","HEEBO-004-CTRL4B10","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4B11","HEEBO-004-CTRL4B11","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4B12","HEEBO-004-CTRL4B12","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4B13","HEEBO-004-CTRL4B13","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4B14","HEEBO-004-CTRL4B14","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4B16","HEEBO-004-CTRL4B16","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4B17","HEEBO-004-CTRL4B17","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4B18","HEEBO-004-CTRL4B18","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4B20","HEEBO-004-CTRL4B20","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4B21","HEEBO-004-CTRL4B21","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4B22","HEEBO-004-CTRL4B22","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4B23","HEEBO-004-CTRL4B23","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4B24","HEEBO-004-CTRL4B24","ANXA7","annexin A7",310
"HEEBO-004-CTRL4B3","HEEBO-004-CTRL4B3","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4B4","HEEBO-004-CTRL4B4","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4B5","HEEBO-004-CTRL4B5","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4B6","HEEBO-004-CTRL4B6","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4B7","HEEBO-004-CTRL4B7","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4B8","HEEBO-004-CTRL4B8","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4B9","HEEBO-004-CTRL4B9","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4C1","HEEBO-004-CTRL4C1","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4C10","HEEBO-004-CTRL4C10","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4C11","HEEBO-004-CTRL4C11","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4C12","HEEBO-004-CTRL4C12","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4C13","HEEBO-004-CTRL4C13","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4C14","HEEBO-004-CTRL4C14","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4C17","HEEBO-004-CTRL4C17","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4C18","HEEBO-004-CTRL4C18","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4C21","HEEBO-004-CTRL4C21","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4C22","HEEBO-004-CTRL4C22","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4C23","HEEBO-004-CTRL4C23","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4C3","HEEBO-004-CTRL4C3","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4C4","HEEBO-004-CTRL4C4","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4C5","HEEBO-004-CTRL4C5","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4C6","HEEBO-004-CTRL4C6","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4C8","HEEBO-004-CTRL4C8","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4C9","HEEBO-004-CTRL4C9","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4D1","HEEBO-004-CTRL4D1","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4D10","HEEBO-004-CTRL4D10","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4D11","HEEBO-004-CTRL4D11","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4D12","HEEBO-004-CTRL4D12","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4D13","HEEBO-004-CTRL4D13","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4D14","HEEBO-004-CTRL4D14","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4D15","HEEBO-004-CTRL4D15","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4D16","HEEBO-004-CTRL4D16","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4D17","HEEBO-004-CTRL4D17","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4D18","HEEBO-004-CTRL4D18","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4D19","HEEBO-004-CTRL4D19","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4D2","HEEBO-004-CTRL4D2","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4D20","HEEBO-004-CTRL4D20","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4D21","HEEBO-004-CTRL4D21","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4D22","HEEBO-004-CTRL4D22","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4D23","HEEBO-004-CTRL4D23","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4D24","HEEBO-004-CTRL4D24","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4D3","HEEBO-004-CTRL4D3","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4D4","HEEBO-004-CTRL4D4","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4D5","HEEBO-004-CTRL4D5","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4D6","HEEBO-004-CTRL4D6","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4D7","HEEBO-004-CTRL4D7","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4D8","HEEBO-004-CTRL4D8","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4D9","HEEBO-004-CTRL4D9","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4E1","HEEBO-004-CTRL4E1","ANXA7","annexin A7",310
"HEEBO-004-CTRL4E10","HEEBO-004-CTRL4E10","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E11","HEEBO-004-CTRL4E11","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E12","HEEBO-004-CTRL4E12","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E14","HEEBO-004-CTRL4E14","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E15","HEEBO-004-CTRL4E15","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4E16","HEEBO-004-CTRL4E16","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4E17","HEEBO-004-CTRL4E17","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4E18","HEEBO-004-CTRL4E18","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4E19","HEEBO-004-CTRL4E19","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4E2","HEEBO-004-CTRL4E2","ANXA7","annexin A7",310
"HEEBO-004-CTRL4E20","HEEBO-004-CTRL4E20","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4E21","HEEBO-004-CTRL4E21","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4E22","HEEBO-004-CTRL4E22","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4E23","HEEBO-004-CTRL4E23","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4E3","HEEBO-004-CTRL4E3","ANXA7","annexin A7",310
"HEEBO-004-CTRL4E4","HEEBO-004-CTRL4E4","ANXA7","annexin A7",310
"HEEBO-004-CTRL4E5","HEEBO-004-CTRL4E5","ANXA7","annexin A7",310
"HEEBO-004-CTRL4E6","HEEBO-004-CTRL4E6","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E7","HEEBO-004-CTRL4E7","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E8","HEEBO-004-CTRL4E8","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4E9","HEEBO-004-CTRL4E9","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F1","HEEBO-004-CTRL4F1","ANXA7","annexin A7",310
"HEEBO-004-CTRL4F10","HEEBO-004-CTRL4F10","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F12","HEEBO-004-CTRL4F12","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F13","HEEBO-004-CTRL4F13","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F14","HEEBO-004-CTRL4F14","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F15","HEEBO-004-CTRL4F15","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F16","HEEBO-004-CTRL4F16","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4F17","HEEBO-004-CTRL4F17","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4F18","HEEBO-004-CTRL4F18","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4F19","HEEBO-004-CTRL4F19","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4F2","HEEBO-004-CTRL4F2","ANXA7","annexin A7",310
"HEEBO-004-CTRL4F20","HEEBO-004-CTRL4F20","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4F21","HEEBO-004-CTRL4F21","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4F22","HEEBO-004-CTRL4F22","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4F23","HEEBO-004-CTRL4F23","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4F3","HEEBO-004-CTRL4F3","ANXA7","annexin A7",310
"HEEBO-004-CTRL4F4","HEEBO-004-CTRL4F4","ANXA7","annexin A7",310
"HEEBO-004-CTRL4F5","HEEBO-004-CTRL4F5","ANXA7","annexin A7",310
"HEEBO-004-CTRL4F6","HEEBO-004-CTRL4F6","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4F9","HEEBO-004-CTRL4F9","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G1","HEEBO-004-CTRL4G1","ANXA7","annexin A7",310
"HEEBO-004-CTRL4G10","HEEBO-004-CTRL4G10","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G11","HEEBO-004-CTRL4G11","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G12","HEEBO-004-CTRL4G12","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G14","HEEBO-004-CTRL4G14","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G15","HEEBO-004-CTRL4G15","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G16","HEEBO-004-CTRL4G16","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4G17","HEEBO-004-CTRL4G17","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4G18","HEEBO-004-CTRL4G18","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4G19","HEEBO-004-CTRL4G19","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4G2","HEEBO-004-CTRL4G2","ANXA7","annexin A7",310
"HEEBO-004-CTRL4G20","HEEBO-004-CTRL4G20","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4G21","HEEBO-004-CTRL4G21","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4G22","HEEBO-004-CTRL4G22","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4G23","HEEBO-004-CTRL4G23","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4G24","HEEBO-004-CTRL4G24","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4G4","HEEBO-004-CTRL4G4","ANXA7","annexin A7",310
"HEEBO-004-CTRL4G5","HEEBO-004-CTRL4G5","ANXA7","annexin A7",310
"HEEBO-004-CTRL4G6","HEEBO-004-CTRL4G6","ANXA7","annexin A7",310
"HEEBO-004-CTRL4G8","HEEBO-004-CTRL4G8","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4G9","HEEBO-004-CTRL4G9","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H1","HEEBO-004-CTRL4H1","ANXA7","annexin A7",310
"HEEBO-004-CTRL4H10","HEEBO-004-CTRL4H10","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H11","HEEBO-004-CTRL4H11","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H13","HEEBO-004-CTRL4H13","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H14","HEEBO-004-CTRL4H14","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H15","HEEBO-004-CTRL4H15","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H16","HEEBO-004-CTRL4H16","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4H17","HEEBO-004-CTRL4H17","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4H18","HEEBO-004-CTRL4H18","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4H19","HEEBO-004-CTRL4H19","APP","amyloid beta (A4) precursor protein",351
"HEEBO-004-CTRL4H2","HEEBO-004-CTRL4H2","ANXA7","annexin A7",310
"HEEBO-004-CTRL4H20","HEEBO-004-CTRL4H20","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4H21","HEEBO-004-CTRL4H21","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4H22","HEEBO-004-CTRL4H22","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4H24","HEEBO-004-CTRL4H24","HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase",3156
"HEEBO-004-CTRL4H3","HEEBO-004-CTRL4H3","ANXA7","annexin A7",310
"HEEBO-004-CTRL4H4","HEEBO-004-CTRL4H4","ANXA7","annexin A7",310
"HEEBO-004-CTRL4H5","HEEBO-004-CTRL4H5","ANXA7","annexin A7",310
"HEEBO-004-CTRL4H6","HEEBO-004-CTRL4H6","ANXA7","annexin A7",310
"HEEBO-004-CTRL4H7","HEEBO-004-CTRL4H7","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4H8","HEEBO-004-CTRL4H8","OCRL","oculocerebrorenal syndrome of Lowe",4952
"HEEBO-004-CTRL4M1","HEEBO-004-CTRL4M1","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4M11","HEEBO-004-CTRL4M11","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4M12","HEEBO-004-CTRL4M12","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4M14","HEEBO-004-CTRL4M14","","",NA
"HEEBO-004-CTRL4M15","HEEBO-004-CTRL4M15","BTBD17","BTB (POZ) domain containing 17",388419
"HEEBO-004-CTRL4M19","HEEBO-004-CTRL4M19","ZFP62","zinc finger protein 62 homolog (mouse)",643836
"HEEBO-004-CTRL4M2","HEEBO-004-CTRL4M2","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4M20","HEEBO-004-CTRL4M20","SPEG","SPEG complex locus",NA
"HEEBO-004-CTRL4M22","HEEBO-004-CTRL4M22","C1QTNF4","C1q and tumor necrosis factor related protein 4",114900
"HEEBO-004-CTRL4M23","HEEBO-004-CTRL4M23","AGFG1","ArfGAP with FG repeats 1",3267
"HEEBO-004-CTRL4M24","HEEBO-004-CTRL4M24","","",NA
"HEEBO-004-CTRL4M3","HEEBO-004-CTRL4M3","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4M5","HEEBO-004-CTRL4M5","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4M6","HEEBO-004-CTRL4M6","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4M7","HEEBO-004-CTRL4M7","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4M8","HEEBO-004-CTRL4M8","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4M9","HEEBO-004-CTRL4M9","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4N1","HEEBO-004-CTRL4N1","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4N10","HEEBO-004-CTRL4N10","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4N11","HEEBO-004-CTRL4N11","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4N12","HEEBO-004-CTRL4N12","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4N13","HEEBO-004-CTRL4N13","NHLRC4","NHL repeat containing 4",283948
"HEEBO-004-CTRL4N14","HEEBO-004-CTRL4N14","","",NA
"HEEBO-004-CTRL4N15","HEEBO-004-CTRL4N15","","",NA
"HEEBO-004-CTRL4N16","HEEBO-004-CTRL4N16","AARS","alanyl-tRNA synthetase",16
"HEEBO-004-CTRL4N18","HEEBO-004-CTRL4N18","TMEM190","transmembrane protein 190",147744
"HEEBO-004-CTRL4N19","HEEBO-004-CTRL4N19","ATN1","atrophin 1",1822
"HEEBO-004-CTRL4N2","HEEBO-004-CTRL4N2","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4N20","HEEBO-004-CTRL4N20","NFIA","nuclear factor I/A",4774
"HEEBO-004-CTRL4N22","HEEBO-004-CTRL4N22","ATP8B1","ATPase, aminophospholipid transporter, class I, type 8B, member 1",5205
"HEEBO-004-CTRL4N23","HEEBO-004-CTRL4N23","BRWD1-IT2","BRWD1 intronic transcript 2 (non-protein coding)",257357
"HEEBO-004-CTRL4N24","HEEBO-004-CTRL4N24","","",NA
"HEEBO-004-CTRL4N3","HEEBO-004-CTRL4N3","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4N4","HEEBO-004-CTRL4N4","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4N5","HEEBO-004-CTRL4N5","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4N6","HEEBO-004-CTRL4N6","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4N7","HEEBO-004-CTRL4N7","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4N9","HEEBO-004-CTRL4N9","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4O1","HEEBO-004-CTRL4O1","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4O10","HEEBO-004-CTRL4O10","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4O11","HEEBO-004-CTRL4O11","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4O12","HEEBO-004-CTRL4O12","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4O13","HEEBO-004-CTRL4O13","VMO1","vitelline membrane outer layer 1 homolog (chicken)",284013
"HEEBO-004-CTRL4O15","HEEBO-004-CTRL4O15","LOC100507003","uncharacterized LOC100507003",100507003
"HEEBO-004-CTRL4O16","HEEBO-004-CTRL4O16","QDPR","quinoid dihydropteridine reductase",5860
"HEEBO-004-CTRL4O17","HEEBO-004-CTRL4O17","NTN5","netrin 5",126147
"HEEBO-004-CTRL4O19","HEEBO-004-CTRL4O19","","",NA
"HEEBO-004-CTRL4O20","HEEBO-004-CTRL4O20","","",NA
"HEEBO-004-CTRL4O21","HEEBO-004-CTRL4O21","IL3","interleukin 3 (colony-stimulating factor, multiple)",3562
"HEEBO-004-CTRL4O22","HEEBO-004-CTRL4O22","","",NA
"HEEBO-004-CTRL4O23","HEEBO-004-CTRL4O23","MED26","mediator complex subunit 26",9441
"HEEBO-004-CTRL4O24","HEEBO-004-CTRL4O24","FOXD3","forkhead box D3",27022
"HEEBO-004-CTRL4O5","HEEBO-004-CTRL4O5","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4O6","HEEBO-004-CTRL4O6","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4O8","HEEBO-004-CTRL4O8","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4O9","HEEBO-004-CTRL4O9","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4P10","HEEBO-004-CTRL4P10","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4P11","HEEBO-004-CTRL4P11","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4P12","HEEBO-004-CTRL4P12","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4P13","HEEBO-004-CTRL4P13","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4P15","HEEBO-004-CTRL4P15","","",NA
"HEEBO-004-CTRL4P16","HEEBO-004-CTRL4P16","","",NA
"HEEBO-004-CTRL4P2","HEEBO-004-CTRL4P2","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4P20","HEEBO-004-CTRL4P20","","",NA
"HEEBO-004-CTRL4P22","HEEBO-004-CTRL4P22","MAEA","macrophage erythroblast attacher",10296
"HEEBO-004-CTRL4P23","HEEBO-004-CTRL4P23","AHDC1","AT hook, DNA binding motif, containing 1",27245
"HEEBO-004-CTRL4P3","HEEBO-004-CTRL4P3","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4P4","HEEBO-004-CTRL4P4","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4P5","HEEBO-004-CTRL4P5","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4P6","HEEBO-004-CTRL4P6","PTPRC","protein tyrosine phosphatase, receptor type, C",5788
"HEEBO-004-CTRL4P7","HEEBO-004-CTRL4P7","RB1","retinoblastoma 1",5925
"HEEBO-004-CTRL4P8","HEEBO-004-CTRL4P8","RB1","retinoblastoma 1",5925
